2019_12_09_15_07_00_264/2019_12_09_15_07_42_836_center.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_42_836_left.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_42_836_right.jpg,-0.2862321
2019_12_09_15_07_00_264/2019_12_09_15_07_42_907_center.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_42_907_left.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_42_907_right.jpg,-0.2504302
2019_12_09_15_07_00_264/2019_12_09_15_07_42_980_center.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_42_980_left.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_42_980_right.jpg,-0.1967125
2019_12_09_15_07_00_264/2019_12_09_15_07_43_063_center.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_063_left.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_063_right.jpg,-0.3466781
2019_12_09_15_07_00_264/2019_12_09_15_07_43_139_center.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_139_left.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_139_right.jpg,-0.2795268
2019_12_09_15_07_00_264/2019_12_09_15_07_43_206_center.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_206_left.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_206_right.jpg,-0.4029865
2019_12_09_15_07_00_264/2019_12_09_15_07_43_272_center.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_272_left.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_272_right.jpg,-0.3228174
2019_12_09_15_07_00_264/2019_12_09_15_07_43_355_center.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_355_left.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_355_right.jpg,-0.2382561
2019_12_09_15_07_00_264/2019_12_09_15_07_43_433_center.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_433_left.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_433_right.jpg,-0.3571109
2019_12_09_15_07_00_264/2019_12_09_15_07_43_508_center.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_508_left.jpg,2019_12_09_15_07_00_264/2019_12_09_15_07_43_508_right.jpg,-0.2919585
