2019_11_27_11_48_19_820/2019_11_27_11_48_39_508_center.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_508_left.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_508_right.jpg,-0.1344106
2019_11_27_11_48_19_820/2019_11_27_11_48_39_579_center.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_579_left.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_579_right.jpg,-0.1514462
2019_11_27_11_48_19_820/2019_11_27_11_48_39_663_center.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_663_left.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_663_right.jpg,-0.171486
2019_11_27_11_48_19_820/2019_11_27_11_48_39_731_center.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_731_left.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_731_right.jpg,-0.1894741
2019_11_27_11_48_19_820/2019_11_27_11_48_39_816_center.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_816_left.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_816_right.jpg,-0.1097394
2019_11_27_11_48_19_820/2019_11_27_11_48_39_897_center.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_897_left.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_897_right.jpg,-0.1241127
2019_11_27_11_48_19_820/2019_11_27_11_48_39_960_center.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_960_left.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_39_960_right.jpg,-0.1380161
2019_11_27_11_48_19_820/2019_11_27_11_48_40_026_center.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_40_026_left.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_40_026_right.jpg,-0.1488337
2019_11_27_11_48_19_820/2019_11_27_11_48_40_097_center.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_40_097_left.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_40_097_right.jpg,-0.1587365
2019_11_27_11_48_19_820/2019_11_27_11_48_40_168_center.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_40_168_left.jpg,2019_11_27_11_48_19_820/2019_11_27_11_48_40_168_right.jpg,-0.1742354
